,Giá tiền,Mã sản phẩm,Nhãn hiệu,Nguồn gốc,Kiểu máy,Kích cỡ,Chất liệu vỏ,Chất liệu dây,Chất liệu kính,Độ chịu nước,Chức năng khác,Bảo hiểm,Bảo hành quốc tế,Giới tính
3463,6.950.000,MK2738,,Hoa Kỳ,Quartz,36 mm,Thép không gỉ,Dây da,Kính Cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3464,5.382.000,SKA781P1,Seiko,Nhật Bản,Kinetic,41 mm,Thép,Dây da,Kính cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3465,5.890.000,SKA267P1,Seiko,Nhật Bản,Kinetic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire chống lóa,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3466,4.130.000,F16918/1,,Tây Ban Nha,Quartz,32mm,Thép không gỉ 316L,,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3467,2.850.000,EU6000-57E,Citizen,Nhật Bản,Quartz,29mm,Thép không gỉ,Thép không gỉ,Kính cứng,50M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3468,5.290.000,AN8174-58E,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,100 m,"Lịch Ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3469,3.850.000,EU6054-58D,Citizen,Nhật Bản,Quartz,26mm,Thép Không Gỉ,Thép Không Gỉ,Mineral Crystal (Kính Cứng),50m,Lịch Ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3470,2.850.000,SL5004.4802BL,SRWatch,Nhật Bản,Quartz,18 mm x 30 mm,Thép không gỉ,Dây da,Kính Sapphire,50m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3471,9.285.000,NH9130-84L,Citizen,Nhật Bản,Automatic (Máy cơ),40 mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,50m,Openheart,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3472,6.700.000,SRPD55K1,Seiko,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Harlex Seiko,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3473,5.010.000,OP992-8AGS-T,Olym Pianus,Nhật Bản,Automatic,42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3474,15.685.000,97A161,Bulova,Hoa Kỳ,Automatic,43 mm,Thép không gỉ 316L/Mạ vàng PVD,Dây da,Kính cứng,100m,Skeleton,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
3475,2.000.000,SG1074.1202TE,SRWatch,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3476,23.900.000,FC-203MPW2L6,Frederique Constant,Thụy Sỹ,Quartz (Máy pin),34 x 20mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3477,5.220.000,SUT139P1,Seiko,Nhật Bản,Solar (Sử dụng pin năng lượng ánh sáng),30 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng (Hardlex crystal),100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
3478,6.080.000,FTV02003D0,Orient,Nhật Bản,Quartz,45 mm,Thép không gỉ,Da,Kính cứng,50 m,"Lịch ngày, đồng hồ 24h, đồng hồ giây,Chronograph.",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3479,21.350.000,SPB041J1,Seiko,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính Sapphire chống lóa,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3480,6.960.000,SRPC89K1,Seiko,Nhật Bản,Automatic,43 mm,Thép - PVD Ion đen,Dây da,Kính cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3481,1.150.000,SL3005.1101CV,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3482,2.550.000,SL5003.4402BL,SRWatch,Nhật Bản,Quartz,"21,4 mm x 25,4 mm",Thép không gỉ 316L / Mạ vàng PVD,Dây da,Kính Sapphire,50m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3483,2.350.000,FUB9C003C0,Orient,Nhật Bản,Quartz,25mm,Thép không gỉ,Thép không gỉ,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3484,6.750.000,SRPC85K1,Seiko,Nhật Bản,Automatic,43 mm,Thép,Thép,Kính cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3485,11.030.000,BM6921-58A,Citizen,Nhật Bản,Eco-Drive,42mm,Titanium,Titanium,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3486,6.950.000,MK3891,,Hoa Kỳ,Quartz,28 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3487,6.700.000,SRPD59K1,Seiko,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Harlex Seiko,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3488,3.410.000,OPA58012-07LK-GL-T,Olympia Star,Thụy Sĩ,Swiss quartz (chạy pin),,Thép không gỉ/Mạ vàng PVD,Dây da,Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3489,6.000.000,NH8363-14X,Citizen,Nhật Bản,Automatic,"40,8mm",Thép - PVD vàng hồng,Dây da,Kính cứng chịu lực,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3490,1.550.000,F.1.1085.02,Freelook,Pháp,Quartz (Pin),30 mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3491,10.770.000,RA-AK0306S10B,Orient,Nhật Bản,Automatic,"41,5mm",Thép không gỉ 316L,Thép không gì,Kính Sapphire,50m,"Lịch ngày, lịch thứ, Sun and Moon",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3492,1.300.000,FL.1.10113.2,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3493,5.910.000,F20253/2,,Tây Ban Nha,Quartz,36 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3494,3.700.000,BI5058-52L,Citizen,Nhật Bản,Quartz (Máy pin),42.5 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,100m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3495,2.510.000,F.8.1095.02,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3496,6.760.000,MK3784,,Hoa Kỳ,Quartz,28 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3497,4.650.000,SG8888.1202AT,SRWatch,Nhật Bản,Japan Automatic Movement (Máy Cơ),40mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire cong,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3498,6.570.000,OP9921-77AMSR-T,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3499,3.130.000,OP89322SK-X,Olym Pianus,Nhật Bản,Quartz (Máy Pin),36 mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3500,5.360.000,AW1365-19P,Citizen,Nhật Bản,Eco-Drive,45mm,Thép - PVD Ion đen,Dây dù,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3501,5.940.000,FE1088-50E,Citizen,Nhật Bản,Eco-Drive,"29,4mm",Thép Không Gỉ,Thép Không Gỉ,Mineral Glass (Kính cứng),30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3502,12.670.000,SRPG25J1,Seiko,Nhật Bản,Automatic,41.7 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3503,28.250.000,OG358.31AG42R-GL-NAU,Ogival,Thụy Sỹ,Automatic,42 mm,Thép không gỉ 316L / Mạ vàng hồng PVD,Dây da,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3504,5.350.000,OPA28019DLR-GL-T,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),24 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3505,5.120.000,F16488/1,,Tây Ban Nha,Quartz (Pin),44.5 mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,100m,"Chronograph, Tachymeter",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3506,3.290.000,F20334/2,,Tây Ban Nha,Quartz,32mm,Thép không gỉ 316L,Dây da,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3507,21.960.000,RE-AT0015L00B,Orient,Nhật Bản,Automatic,39.3 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100M,"Open heart, dạ quang, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3508,1.360.000,FL.1.10065.1,Freelook,Pháp,Quartz (Pin),32mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3509,11.209.500,SRPE45J1,Seiko,Nhật Bản,Automatic,38.5 mm,Thép không gỉ 316L,Dây da,Hardlex Crystal,50 m,"Lịch ngày, Caliber 4R35, 23 chân kính, trữ cót 41h",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3510,10.000.000,97D120,Bulova,Hoa Kỳ,Quartz (Pin),30 mm x 45 mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính cứng (Mineral Crystal),30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
3511,12.000.000,96A199,Bulova,Hoa Kỳ,Automatic,41mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
3512,10.390.000,SRP399J1,Seiko,Nhật Bản,Automatic,39mm,Thép,Thép,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3513,5.270.000,SUP321P1,Seiko,Nhật Bản,Quartz,19.3mm,Thép không gỉ 316L,Dây da,Mặt kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
3514,2.850.000,BI5000-52E,Citizen,Nhật Bản,Quartz,40mm,Thép không gỉ,Thép không gỉ,Kính cứng,50M,"Lịch ngày, kim dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3515,2.920.000,OP2412LK-T,Olym Pianus,Nhật Bản,Quartz (Pin),22 x 12 mm,Thép không gỉ 316L / Mạ vàng PVD,Thép không gỉ 316L / Mạ vàng PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3516,7.425.000,EW9820-89D,Citizen,Nhật Bản,Eco-Drive,23mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,ECO-DRIVE hấp thụ năng lượng từ ánh sáng,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3517,3.410.000,BF2018-52A,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Mặt kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3518,22.300.775,OG388.67AGR-GL,Ogival,Thụy Sỹ,Automatic,40mm,Thép không gỉ/Mạ PVD,Dây da,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3519,8.510.000,RA-AG0002S10B,Orient,Nhật Bản,Automatic,40.5mm,Thép không gỉ 316L,Dây Da,Kính cứng,30m,Open Heart – Hacking Second,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3520,2.390.000,FL.1.10046.5,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3521,6.500.000,NH8388-81E,Citizen,Nhật Bản,Automatic (Máy tự động),48 mm,Thép không gỉ,Thép không gỉ,Kính cứng,100m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3522,3.580.000,F20382/2,,Tây Ban Nha,Quartz,29 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3523,4.100.000,BI5072-51E,Citizen,Nhật Bản,Quartz,39mm,Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3524,17.560.000,OG377DMK-V-COC,Ogival,Thụy Sỹ,Swiss quartz (chạy pin),40mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3525,2.830.000,F.4.1060.07,Freelook,Pháp,Quartz (Pin),31mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3526,41.970.000,SDX00001W0,Orient,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,"Năng lượng cót 50 giờ, Lên giây cót bằng tay",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3527,4.200.000,EU6073-53A,Citizen,Nhật Bản,Quartz,27mm,Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
3528,10.770.000,RA-AA0001B19B,Orient,Nhật Bản,Automatic,42 mm,Thép,Thép,Kính Sapphire,200M,"Lịch ngày, lịch thứ, dạ quang, benzel",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3529,33.640.000,FC-200WHD1ER32B,Frederique Constant,Thụy Sỹ,Quartz (Máy pin),28 mm,Thép không gỉ 316L,Thép không gỉ/Mạ vàng hồng,Kính Sapphire,30M,Đính kim cương,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3530,3.400.000,EU6080-07D,Citizen,Nhật Bản,Quartz,32mm,Thép không gỉ / Mạ PVD,Dây da,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
3531,8.470.000,NH8320-50E,Citizen,Nhật Bản,Automatic,42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire Glass,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3532,5.600.000,AU1083-13H,Citizen,Nhật Bản,Eco-Drive,38mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính sapphire,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3533,7.885.000,EM0730-57E,Citizen,Nhật Bản,Eco-Drive,28.2 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3534,3.700.000,EJ6104-51A,Citizen,Nhật Bản,Quartz,"21,4 mm",Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3535,9.240.000,AT2310-57L,Citizen,Nhật Bản,Eco-Drive,42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3536,4.740.000,OP89322AK-V,Olym Pianus,Nhật Bản,Automatic,36mm,Thép không gỉ/Mạ  vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire,30 M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3537,23.900.000,FC-200MPN2AR6B,Frederique Constant,Thụy Sỹ,Quartz,30mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3538,1.740.000,FL.2.10154.2,Freelook,Pháp,Quartz (Pin),38mm,Thép không gỉ 316L,Dây da,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3539,7.700.000,MK3643,,Hoa Kỳ,Quartz,33 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3540,7.620.000,OP99141-71AGSR-T-CV,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30m,Open heart,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3541,4.230.000,F20010/4,Festina,Thụy Sỹ,Swiss quartz (Pin),40 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3542,3.470.000,BI5070-57H,Citizen,Nhật Bản,Quartz,42mm,Thép không gỉ,Thép không gỉ,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3543,6.700.000,EX1420-84E,Citizen,Nhật Bản,Eco-Drive,23 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3544,4.020.000,OP8973AMS-T,Olym Pianus,Nhật Bản,Automatic,40mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30 M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3545,4.800.000,OPA28039DLSK-T,Olympia Star,Thụy Sỹ,Quartz (Máy Pin),30 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3546,6.570.000,SRPG39K1S,Seiko,Nhật Bản,Automatic,39.4 mm,Thép không gỉ 316L,Dây da chính hãng,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3547,6.321.500,SRPE57K1,Seiko,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Hardlex Crystal,100 m,"Lịch ngày, lịch thứ, lên cót bằng tay, Hacking stop, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3548,7.670.000,C4569/1,Candino,Thuỵ Sĩ,Máy Quartz (Pin),34mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L,Kính Sapphire,50m,Khảm trai,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3549,10.500.000,NH8330-56E,,Nhật Bản,Automatic,40 mm,Thép,Thép,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3550,5.430.000,FUNG8001W0,Orient,Nhật Bản,Quartz,40 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3551,4.330.000,OPA28025DLS-T,Olympia Star,Thụy Sỹ,Quartz,31 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3552,9.390.000,NP4054-50E,Citizen,Nhật Bản,Automatic,40mm,Thép - PVD vàng,Thép - PVD vàng,Kính Sapphire,Water Resistant,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3553,31.400.000,FC-206MPWD1S6B,Frederique Constant,Thụy Sỹ,Quartz (Máy pin),30 mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,30M,"Mặt số xà cừ, đính kim cương, lịch trăng sao",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3554,2.620.000,F.7.1057.07,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3555,9.585.000,EM0674-81A,,Nhật Bản,Eco- Drive,31 mm,Thép - PVD vàng,Thép - PVD vàng,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3556,8.550.000,NY4051-51A,Citizen,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Saphire,50 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3557,6.160.000,SSB189P1,Seiko,Nhật Bản,Quartz Chronograph,42 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3558,3.220.000,SUR191P1,Seiko,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3559,13.570.000,SSA347J1,Seiko,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3560,10.920.000,OG385-022DGK-V,Ogival,Thụy Sỹ,Swiss quartz (chạy pin),37mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L /Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
3561,12.390.000,AR0070-51E,Citizen,Nhật Bản,Eco - Drive,40mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3562,11.370.000,CA0021-53E,Citizen,Nhật Bản,Eco-Drive,42.5 mm,Titanium,Titanium,Sapphire Glass,100 m,Chronograph. Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3563,11.940.000,SRPC83J1,Seiko,Nhật Bản,Automatic,41.7 mm,Thép,Dây da,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3564,2.850.000,SL5005.4103BL,SRWatch,Nhật Bản,Quartz,34mm,Thép không gỉ 316L / Mạ vàng PVD,Dây da,Kính Sapphire,50m,"Lịch ngày, đính đá",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
3565,2.250.000,F.7.1050.01,Freelook,Pháp,Quartz (Pin),35mm,Thép không gỉ,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3566,6.990.000,OP99141-71AGS-GL-T-CV,Olym Pianus,Nhật Bản,Automatic,40mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3567,11.030.000,AW1251-51A,Citizen,Nhật Bản,Eco Drive,43 mm,Titanium,Titanium,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3568,8.740.000,PD7151-51E,Citizen,Nhật Bản,Automatic,29mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
3569,11.820.000,OG386LSK-T,Ogival,Thụy Sỹ,Swiss quartz (Máy pin),21x29mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
3570,3.591.000,SUR064P1,Seiko,Nhật Bản,Quartz,41mm,Thép Không Gỉ,Thép Không Gỉ,Mineral Crystal (Kính Cứng),100m,Lịch Ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
3571,5.780.000,AU1060-51E,Citizen,Nhật Bản,Eco-drive,40mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,Water Resistant,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
3572,4.120.000,EL3043-81X,Citizen,Nhật Bản,Quartz (Máy pin),31 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,30m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
