,Thương hiệu,Giá tiền,Mã sản phẩm,giới tính,kiểu dáng,loại máy,phong cách,mặt kính,đường kính,chất liệu vỏ,độ dày,chất liệu dây,độ chịu nước,tính năng khác,bảo hành chính hãng,màu mặt,xuất xứ thương hiệu,bảo hành duy anh
2491,MIDO,21.672.000,M037.207.11.041.00,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,30mm,Thép không gỉ 316L,9mm,Thép không gỉ 316L,50m,"Lịch ngày. Caliber ETA 2671, 25 chân kính, trữ cót 44h. Sapphire chống lóa.",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2492,TISSOT,12.132.000,T125.617.36.051.01,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Sapphire,45.5mm,Thép không gỉ mạ công nghệ PVD,11.9mm,Dây da,100m,Lịch ngày. Chronograph. Tachymeter,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
2493,ORIENT,5.151.000,RA-AA0C01B19B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2494,ORIENT,2.465.000,FUNG2001B0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Quân đội,Mặt kính cứng,42mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2495,CITIZEN,2.048.500,BH1536-00A,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2496,MIDO,20.817.000,M8600.3.15.8,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,38mm,Thép không gỉ mạ vàng công nghệ PVD,9.1mm,Dây da,50m,Lịch ngày,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2497,FREDERIQUE CONSTANT,21.156.500,FC-200MC14,Nữ,Mặt chữ nhật,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,23mm - 21mm,Thép không gỉ mạ vàng công nghệ PVD,5.8mm,Dây da,30m,Dây da bê.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2498,CERTINA,15.723.000,C035.407.36.087.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,39mm,Thép không gỉ mạ vàng công nghệ PVD,9.85mm,Dây da,100m,"Lịch ngày. Caliber Powermatic 80, trữ cót 80h.",2 năm quốc tế,Đen,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2499,TISSOT,15.750.000,T120.417.11.051.01,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Sapphire,45.5mm,Thép không gỉ 316L,12.8mm,Thép không gỉ 316L,300m,Lịch ngày. Chronograph. Sapphire chống lóa. EOL (battery end-of-life indicator).,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
2500,SEIKO,7.155.000,SNZH45K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,39mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,100m,"Lịch thứ, lịch ngày.",1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2501,LONGINES,27.126.000,L4.709.2.11.2,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,33mm,Thép không gỉ mạ vàng công nghệ PVD,4.5mm,Dây da,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2502,LONGINES,31.050.000,L4.866.4.51.6,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38mm,Thép không gỉ 316L,5.4mm,Thép không gỉ 316L,30m,Khối lượng 87.4 g.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2503,ORIENT,18.470.500,SJC00001B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41mm,Thép không gỉ 316L,12.5mm,Thép không gỉ 316L,100m,Lịch ngày.,2 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2504,FREDERIQUE CONSTANT,62.900.000,FC-710N4S4,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ mạ vàng công nghệ PVD,11.7mm,Dây da,30m,"Lịch ngày. Dây da cá sấu. Caliber FC-710, 26 chân kính, 28.800vph, trữ cót 38h.",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2505,SEIKO,13.185.000,SSA146J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41mm x 41mm.,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,100m,Đồng hồ 24h. Lộ máy.,1 năm quốc tế,Nâu,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2506,LONGINES,46.332.000,L2.320.4.96.2,Nữ,Mặt tròn,Automatic Chronometer (Máy cơ tự động chuẩn COSC),Sang trọng,Sapphire,26mm,Thép không gỉ 316L,10.3mm,Dây da,30m,"Lịch ngày. Caliber L592.4, 28.800vph, trữ cót 45h. Sapphire chống lóa.",5 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2507,DANIEL WELLINGTON,3.483.900,DW00100286,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28 mm,Thép không gỉ 316L,6 mm,Dây da,3 ATM (chá»‘ng nÆ°á»›c mÆ°a,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm,Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2508,SEIKO,5.263.200,SNE292P1,Nam,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,
2509,ORIENT,4.802.500,FAG02001B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,41mm,Thép không gỉ mạ công nghệ PVD,11.9mm,Dây da,50m,Lộ máy. Self-winding & Hand-winding movement,1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2510,CLAUDE BERNARD,2.970.000,54005.357JM.AID,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,28mm,Thép không gỉ 316L,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày. Ronda 585,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2511,CALVIN KLEIN,3.645.000,K4N21146,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,40mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,30m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2512,TISSOT,8.361.000,T049.410.22.057.00,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2513,CALVIN KLEIN,6.786.000,K1P23102,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,23.1mm x 30mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L dạng lắc,30 m,,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2514,LONGINES,163.944.000,L3.676.8.56.3,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,39mm,Vàng 18K,11.5mm,Dây da,300m,Lịch ngày.,5 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2515,ORIENT,11.619.500,SEL05002B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,38.5mm,Thép không gỉ 316L,13mm,Thép không gỉ 316L,50m,Đồng hồ báo tình trạng năng lượng cót.,2 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2516,ORIENT,2.584.000,FER2D008W0,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2517,SEIKO,3.942.000,SUP300P1,Nữ,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Hardlex Crystal,26.1mm,Thép không gỉ mạ vàng công nghệ PVD,7mm,Dây da,30m,Hấp thụ năng lượng từ ánh sáng,1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2518,OLYM PIANUS,5.112.000,OP89322AGSK-X,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2519,SEIKO,7.182.000,SRPE71K1S,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Hardlex Crystal,42.5mm,Thép không gỉ 316L,13.4mm,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ. Caliber 4R36, 24 chân kính, trữ cót 41h.",1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
2520,TISSOT,11.160.000,T039.417.16.057.02,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2521,LONGINES,28.462.500,L4.512.4.11.6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,29mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2522,MIDO,23.922.000,M026.430.11.051.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,42.5mm,Thép không gỉ 316L,11.75mm,Thép không gỉ 316L,200m,"Lịch ngày, lịch thứ. Mido Caliber 80 (base ETA C07.621), 25 chân kính, trữ cót 80h. Sapphire chống lóa.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2523,TISSOT,12.915.000,T008.217.16.291.00,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
2524,LONGINES,45.280.800,L4.910.4.92.2,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39mm,Thép không gỉ 316L,8.6mm,Dây da,30m,"Lịch ngày. Caliber L888.4, 25.200vph, trữ cót 64h.",5 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2525,TISSOT,10.710.000,T109.610.33.032.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,42mm,Thép không gỉ mạ vàng công nghệ PVD,6.5mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Caliber 6 3/4,2 năm Quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2526,CALVIN KLEIN,4.680.000,K3M2312Y,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,24mm,Thép không gỉ 316L,5.82mm,Thép không gỉ 316L dạng lưới,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2527,MIDO,50.625.000,M016.414.11.061.00,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Thể thao sang trọng,Sapphire,42.5mm,Thép không gỉ 316L,14.89mm,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
2528,CITIZEN,4.335.000,EX1471-16D,Nữ,Mặt vuông,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,18mm x 32mm,Thép không gỉ 316L,,Dây da,30m,ECO-DRIVE hấp thụ năng lượng từ ánh sáng,1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2529,SEIKO,4.338.000,SNK610K1S,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,36mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Vàng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2530,TISSOT,18.900.000,T085.407.36.061.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm - 39.2mm,Thép không gỉ mạ vàng công nghệ PVD,9.6mm,Dây da,30m,Lịch ngày. Powermatic 80 dự trữ năng lượng lên đến 80 giờ.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2531,TISSOT,14.967.000,T120.417.17.051.01,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Sapphire,45.5mm,Thép không gỉ 316L,12.82mm,Dây cao su,300m,Lịch ngày. Chronograph. EOL. Sapphire chống lóa.,2 năm Quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2532,CITIZEN,Liên hệ,BN0199-53X,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Mặt kính cứng,44.5mm,Thép không gỉ 316L,12mm,Thép không gỉ 316L,200m,Lịch ngày.,1 năm quốc tế,Xanh Lá,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2533,SEIKO,3.915.000,SKS631P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Hardlex Crystal,43mm,Thép không gỉ 316L,12mm,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,Lịch ngày. Chức năng bấm giờ thể thao,1 năm quốc tế,Đen,Nhật Bản,Thay pin miễn phí trọn đời
2534,CITIZEN,11.122.250,PC1003-58X,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,34mm,Thép không gỉ mạ vàng công nghệ PVD,11.1mm,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,"Open Heart. Caliber 8229, trữ cót 40h. Sapphire chống lóa.",1 năm quốc tế,Hồng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
2535,LONGINES,18.810.000,L4.220.4.12.6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,24.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2536,TISSOT,42.210.000,T044.614.26.051.00,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Thể thao,Sapphire,45mm,Thép không gỉ 316L,14.84mm,Dây da,100 m,"Lịch ngày, lịch thứ",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2537,ORIENT,3.689.000,RA-AB0E14N19B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,39.4mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,30m,"Lịch thứ. Lịch ngày. Caliber F4902, 21.600vph, trữ cót 40h.",1 năm quốc tế,Xám,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2538,LONGINES,34.930.800,L5.755.4.71.6,Nam,Mặt chữ nhật,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,26.1mm - 42mm,Thép không gỉ 316L,7.6mm,Thép không gỉ 316L,30m,E.O.L.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2539,MIDO,11.817.000,M033.410.33.031.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,40.7mm - 38mm,Thép không gỉ mạ vàng công nghệ PVD,6.4mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2540,CITIZEN,9.180.000,NJ0090-13P,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Titanium,10.6mm,Dây da,30m,Lịch ngày.,1 năm quốc tế,Vàng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí.
2541,SEIKO,8.667.000,SSC421P1,Nam,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Thể thao,Hardlex Crystal,44mm,Thép không gỉ 316L,13.5mm,Dây da,100m,"lịch ngày, chức năng bấm giờ thể thao",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2542,DANIEL WELLINGTON,3.483.900,DW00100249,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Dây da,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2543,LONGINES,36.115.200,L4.274.4.11.6,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,26mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày. Caliber L592, 28.800vph, trữ cót 40h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2544,SEIKO,3.870.000,SNK792K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,38mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Vàng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2545,SEIKO,4.392.000,SUP854P1,Nam,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Hiện đại,Hardlex Crystal,38mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Dây da,30m,Pin Hấp Thụ Năng Lượng Ánh Sáng,1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
2546,ORIENT,18.666.000,RE-AT0015L00B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,39.3mm,Thép không gỉ mạ vàng công nghệ PVD,12.2mm,Dây da,100m,"Cal.F6R42, 21.600vph, 22 chân kính, trữ cót 50h. Đồng hồ báo năng lượng. Phiên bản giới hạn 600 chiếc.",2 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
2547,TISSOT,22.842.000,T128.161.36.012.00,Nữ,Tonneau,Đồng hồ cơ lên giây cót bằng tay ( Manual winding ),Sang trọng,Sapphire,30.1mm - 22mm,Thép không gỉ mạ vàng công nghệ PVD,8.5mm,Dây da,30m,"Caliber Mechanical 48.181, 18 chân kính, Patented Nivachron balance spring, trữ cót 48h. Sapphire chống lóa.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2548,SEIKO,2.817.000,SUR645P1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Hardlex Crystal,30.5mm,Thép không gỉ 316L,,Dây da,50m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2549,ETERNA,17.820.000,2710.56.10.1391,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,7.25mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2550,SEIKO,2.853.000,SNXS79K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,37mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
2551,TISSOT,7.245.000,T116.410.16.037.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,42mm,Thép không gỉ 316L,8.9mm,Dây da,100m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2552,TISSOT,13.392.000,T090.310.22.111.00,Nữ,Mặt vuông,Quartz (Máy pin - điện tử),Thời trang,Sapphire,31.6mm - 23mm,Thép không gỉ mạ vàng công nghệ PVD,7.33mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2553,CITIZEN,6.787.250,BM7466-81L,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Hiện đại,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,10mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
2554,CITIZEN,3.132.250,BF2020-51E,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,41mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2555,LONGINES,97.030.800,L2.785.5.56.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,40mm,Thép không gỉ 316L/ Vàng 18K,,Thép không gỉ 316L/ Vàng 18K,50m,Lịch ngày.,5 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
2556,TISSOT,8.820.000,T129.210.22.013.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,28mm,Thép không gỉ mạ vàng công nghệ PVD,7.1mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày. Caliber ETA F04.115.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2557,CASIO,2.732.400,EFV-100L-7AVUDF,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ 316L,10.9mm,Dây da,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2558,LONGINES,34.930.800,L5.512.4.71.4,Nữ,Mặt chữ nhật,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,23.3mm - 37mm,Thép không gỉ 316L,7.20 mm,Dây da,30m,38mm,2 năm quốc tế,Trắng,Thuỵ Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
2559,CITIZEN,3.740.000,EJ6132-55P,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,23mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,Vành đính đá Swarovski.,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
