,Mã sản phẩm,Thương hiệu,Giá tiền (VNĐ),Chất liệu dây,Chất liệu vỏ,Xuất xứ,Giới tính,Chất liệu mặt kính,Độ chịu nước (ATM),Bảo hành,Kiểu máy,Kích cỡ (mm)
1935,AW1216-86A,Citizen,6885000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Eco-Drive,42
1936,RA-AC0J03L10B,Orient,8230000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Automatic,42
1937,T063.610.22.037.01,Tissot,12600000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,42
1938,D147RWH,Doxa,33490000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,40
1939,D217RIY,Doxa,37130000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Automatic,32
1940,EM0770-52Y,Citizen,9660000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Eco-Drive,31
1941,LTP-1183A-7ADF,Casio,1140000,,,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,28
1942,ES4722,Fossil,4020000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,28
1943,C4421/2,Candino,5400000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính cứng,5,2,Quartz,38
1944,D187RIY – Giới thiệu chi tiết,Doxa,166500000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
1945,C032.807.11.041.00,Certina,19680000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,30,2,Automatic,38
1946,FAC00008W0,Orient,7510000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,3,1,Automatic,40.5
1947,ER0182-59E,Citizen,3360000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,28
1948,VNU2318.1402,Stefano Ricci,3450000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,39
1949,D198SAB,Doxa,79900000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
1950,T101.410.44.031.00,Tissot,11200000,Hợp kim Titanium,Hợp kim Titanium,Thụy Sĩ,Nam,Kính sapphire,10,2,Quartz,39
1951,SL2089.4102RNT,Stefano Ricci,2900000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
1952,DW00100453,Daniel Wellington,6360000,Dây da,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,29
1953,L4.961.4.92.6,Longines,41496000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,40
1954,SL1057.4102TE,Stefano Ricci,1800000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
1955,DW00100438,Daniel Wellington,4940000,Thép không gỉ,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,20
1956,ES5165,Fossil,4890000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,36
1957,EM0508-12A,Citizen,6285000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Eco-Drive,32
1958,MK2779,Michael Kors,4420000,Dây da,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,43
1959,136.30.00.000.03.01.2,Sokolov,11530000,Dây da,Bạc,Nga,Nữ,Kính sapphire,3,3,Quartz,30
1960,NH8391-51L,Citizen,8570000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Automatic,40.2
1961,B650WD-1ADF,Casio,1088000,,,Nhật Bản,Nam,Kính nhựa,5,1,Quartz,43.1
1962,D206SIY,Doxa,28620000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,41.5
1963,GD-X6900CM-8DR,Casio,4984000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,57
1964,SRPC61K1,Seiko,6570000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,45
1965,SUR630P1,Seiko,7320000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,10,1,Quartz,29.8
1966,NH9130-17A,Citizen,8285000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Automatic,40
1967,K8Y231L6,Calvin Klein,6100000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính cứng,3,2,Quartz,42
1968,T006.407.22.036.01,Tissot,28000000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,39.3
1969,D172RWH,Doxa,18580000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Quartz,29
1970,131.10.022.01,Doxa,17990000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Quartz,41
1971,SG80070.4101CF,Stefano Ricci,1950000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,40
1972,MTP-V004L-1AUDF,Casio,803000,Dây da,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,41.5
1973,SGW-400H-1B2VDR,Casio,3420000,Dây cao su,,Nhật Bản,Nam,Kính nhựa,10,1,Quartz,50.8
1974,C001.007.22.013.00,Certina,21450000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,10,2,Automatic,29
1975,LA670WGA-1DF,Casio,1271000,,,Nhật Bản,Nữ,Kính nhựa,3,1,Quartz,24.6
1976,MTP-E600D-1BDF,Casio,2384000,,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,41
1977,C034.807.11.013.00,Certina,19310000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,39
1978,C029.426.11.041.00,Certina,21640000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,41.1
1979,EM0491-81D,Citizen,5485000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Eco-Drive,23.5
1980,T063.610.16.047.00,Tissot,9100000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,42
1981,SG9002.1101,Stefano Ricci,2900000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,38
1982,ES4274,Fossil,3750000,Dây da,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,36
1983,EFR-526D-7AVUDF,Casio,3529000,,,Nhật Bản,Nam,Kính cứng,10,1,Quartz,43.8
1984,AQ-S810W-1BVDF,Casio,2203000,Dây cao su,,Nhật Bản,Nam,Kính nhựa,10,1,Solar,46.6
1985,63003.3M.BR,Claude Bernard,7040000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,40.5
1986,MCW-200H-2AVDF,Casio,2228000,Dây cao su,,Nhật Bản,Nam,Kính nhựa,10,1,Quartz,55.8
1987,80737-SVPLSV-2S,Saga,5520000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,20
1988,SRPE41J1,Seiko,12020000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,5,1,Automatic,38.5
1989,T133.210.36.056.00,Tissot,16100000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Quartz,33.17
1990,SKW6846,Skagen,4120000,Dây da,Thép không gỉ,Đan Mạch,Nam,Kính cứng,3,3,Quartz,42
1991,R48870015,Rado,21130000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,38
1992,FAA02004B9,Orient,8600000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,20,1,Automatic,41.5
1993,C029.426.11.091.60,Certina,26050000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,41
1994,NJ0121-89L,Citizen,8985000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,10,1,Automatic,43
1995,HDC-700-3A3VDF,Casio,1633000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính nhựa,10,5,Quartz,53.3
1996,BI5000-87L,Citizen,3285000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Quartz,39
1997,FS5653,Fossil,3750000,Thép không gỉ,Thép không gỉ,Mỹ,Nam,Kính cứng,10,2,Quartz,42
1998,SL6656.1401,Stefano Ricci,2850000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,32
1999,LTP-V004GL-7AUDF,Casio,856000,Dây da,,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,30.2
2000,ES5274,Fossil,3650000,Dây da,Thép không gỉ,Mỹ,Nữ,Kính cứng,5,2,Quartz,36
2001,RE-AU0306L00B,Orient,24970000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,20,1,Automatic,43
2002,D147TCMW,Doxa,33150000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,39.5
2003,DW00100225,Daniel Wellington,3871000,Dây da,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,28
2004,MTP-E600B-2BDF,Casio,3239000,,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,41
2005,96R199,Bulova,13300000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,3,Quartz,26
2006,SRW858P1,Seiko,13130000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,10,1,Quartz,36
2007,377DMK-V,Ogival,16860000,Thép không gỉ,,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,40
2008,DW00100050,Daniel Wellington,4533000,Dây vải,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,36
2009,FC-710MS4H6,Frederique Constant,46700000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
2010,FC-303MPWN1B6B,Frederique Constant,35320000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Automatic,27.5
2011,L4.859.4.72.6,Longines,28750000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,38.7
2012,T058.009.33.111.00,Tissot,11900000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,19.5
2013,EX1480-82D,Citizen,7985000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Eco-Drive,30
2014,FS5325,Fossil,3120000,Dây da,Thép không gỉ,Mỹ,Nam,Kính cứng,5,2,Quartz,44
2015,BM7460-11E,Citizen,5885000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Eco-Drive,40
2016,L2.893.4.97.0,Longines,71875000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,42
2017,EM0493-85P,Citizen,6285000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Eco-Drive,23.5
2018,127.30.00.001.01.01.2,Sokolov,17290000,Dây da,Bạc,Nga,Nữ,Kính sapphire,3,3,Quartz,37
2019,D186TSV,Doxa,18850000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Quartz,31
2020,53643-SVSVSV-2,Saga,5760000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,33
2021,GAX-100B-1ADR,Casio,4664000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,55
2022,SG8873.1401,Stefano Ricci,5000000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Automatic,40
2023,L4.209.2.12.7,Longines,35937500,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,24
2024,ER0214-54D,Citizen,4885000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,30
2025,SHE-4547PGM-4AUDF,Casio,4836000,,,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,34
2026,T127.407.11.061.01,Tissot,25200000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,40
2027,SL1904.4602TE,Stefano Ricci,2000000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
2028,GD-X6900TC-5DR,Casio,4984000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,57
2029,FS4735IE,Fossil,4610000,Dây da,Thép không gỉ,Mỹ,Nam,Kính cứng,5,2,Quartz,44
2030,71825-SVMWSV-12,Saga,7120000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,24
2031,GA-100CF-1ADR,Casio,4145000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,55
2032,SRW861P1,Seiko,8020000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,10,1,Quartz,36
2033,R30186902,Rado,43375000,Gốm ceramic,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,23
2034,L4.321.2.11.7,Longines,38812500,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Automatic,25.5
2035,L4.860.4.72.6,Longines,37375000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,35
2036,R32504205,Rado,85000000,Dây da,Đồng,Thụy Sĩ,Nam,Kính sapphire,30,2,Automatic,42
2037,C014.407.26.081.00,Certina,19920000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,20,2,Automatic,40
2038,EM0810-84N,Citizen,7685000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Eco-Drive,32.5
2039,SKW2561,Skagen,3450000,Thép không gỉ,Thép không gỉ,Đan Mạch,Nữ,Kính cứng,3,3,Quartz,38
2040,SRPG35K1,Seiko,7075000,Dây vải,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,39.4
2041,SG1903.1202TE,Stefano Ricci,2050000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,40
2042,FS5453,Fossil,4610000,Dây da,Thép không gỉ,Mỹ,Nam,Kính cứng,5,2,Quartz,44
2043,SL3005.1101CV,Stefano Ricci,1150000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
2044,SUR330P1,Seiko,7570000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,3,1,Quartz,29
2045,MTP-V300L-7AUDF,Casio,1607000,Dây da,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,38
2046,K2G23126,Calvin Klein,6500000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính cứng,3,2,Quartz,31
2047,D151SMB,Doxa,36480000,Dây đá,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,10,2,Quartz,36
2048,L4.709.4.55.6,Longines,38812500,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,33
2049,AN8190-51A,Citizen,4960000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,10,1,Quartz,42
2050,D194SGY,Doxa,21390000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,30
2051,GN-1000RG-1ADR,Casio,9080000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,50.5
2052,B640WMR-5ADF,Casio,2410000,,,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,38.9
2053,C024.410.16.031.21,Certina,11340000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Quartz,40
2054,SRPE49J1,Seiko,18540000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,5,1,Automatic,38.5
2055,RF-QA0004B10B,Orient,3350000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,30
2056,T035.627.11.031.00,Tissot,29050000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,43
2057,SRPG41K1,Seiko,8050000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,39.4
2058,MTP-1302D-7BVDF,Casio,1347000,,,Nhật Bản,Nam,Kính cứng,5,1,Quartz,38.5
2059,SUP314P1,Seiko,6580000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,3,1,Solar,18
2060,D212GBK,Doxa,43660000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,10,2,Automatic,45
2061,MTP-VT01D-7BUDF,Casio,1167000,,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,40
2062,58012DMK-V,Olympia Star,4460000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,3,2,Quartz,37
2063,K8M216G6,Calvin Klein,6750000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính cứng,3,2,Quartz,40
2064,SSA783J1,Seiko,12570000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Automatic,33.8
2065,LE1158,Fossil,5740000,Dây vải,Thép không gỉ,Mỹ,Nam,Kính cứng,5,2,Quartz,40
2066,ES4094,Fossil,4220000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,36
2067,NH7501-85A,Citizen,8885000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Automatic,40
2068,SUT300J1,Seiko,15040000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,10,1,Solar,32
2069,D225SWH,Doxa,42410000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Automatic,32
2070,MTP-B100M-7EVDF,Casio,2487000,,,Nhật Bản,Nam,Kính cứng,5,1,Quartz,43
2071,AK5000-03A,Citizen,3785000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Quartz,41
2072,RF-QD0002B10B,Orient,4020000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,3,1,Quartz,39
2073,K2G23148,Calvin Klein,7090000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính cứng,3,2,Quartz,30.9
2074,GD-X6900CM-5DR,Casio,4984000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,57.5
2075,SRPE75K1,Seiko,8850000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,42.5
2076,SG1901.1401TE,Stefano Ricci,2250000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,40
2078,F-91WM-1BDF,Casio,570000,Dây cao su,,Nhật Bản,Nam,Kính nhựa,3,1,Quartz,38.2
2079,MTP-1375L-7AVDF,Casio,2099000,Dây da,,Nhật Bản,Nam,Kính cứng,5,1,Quartz,42
2080,AR1133-15A,Citizen,6900000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,3,1,Eco-Drive,39
2081,T097.410.26.038.00,Tissot,11550000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Quartz,40
2082,SL1901.1201TE,Stefano Ricci,2050000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
2083,LTP-V005D-2B3UDF,Casio,803000,,,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,28.2
2084,ER0218-53X,Citizen,4885000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,30
2085,L4.759.4.12.2,Longines,21432000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Quartz,35
2086,SUR455P1,Seiko,5320000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,10,1,Quartz,29.8
2087,DW00100637,Daniel Wellington,5220000,Dây da,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,20
2088,PD7144-57A,Citizen,7985000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Automatic,29
2089,C4415/3,Candino,6730000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,1,Quartz,27
2090,SSA441J1,Seiko,12950000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,5,1,Automatic,40.5
2091,FAG02003W0,Orient,7330000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Automatic,41
2092,C4582/1,Candino,9540000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Quartz,44
2093,FUNG2001F0,Orient,2900000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,3,1,Quartz,42
2094,SG1074.1201TE,Stefano Ricci,2000000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,40
2095,FAA02005D9,Orient,8600000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,20,1,Automatic,41.5
2096,RF-QA0008S10B,Orient,3350000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,30
2097,BI1054-55A,Citizen,3985000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Quartz,42
2098,SL1903.1101TE,Stefano Ricci,1850000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
2099,FC-718NWWM4H6,Frederique Constant,107620000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
2100,MTP-V002GL-7B2UDF,Casio,803000,Dây da,,Nhật Bản,Nam,Kính cứng,3,1,Quartz,37
2101,53229-RGMWRG-4,Saga,7120000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,20
2102,D156RCM,Doxa,18870000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,29
2103,LW-200-7AVDF,Casio,907000,Dây cao su,,Nhật Bản,Nữ,Kính nhựa,5,1,Quartz,35
2104,DW-6900AC-2DR,Casio,2641000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,53.2
2105,SL1904.4907TE,Stefano Ricci,2000000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,5,1,Quartz,30
2106,T035.210.11.031.00,Tissot,10500000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,10,2,Quartz,32
2107,FC-303S4C6,Frederique Constant,30070000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,30.4
2108,D198RTB,Doxa,127300000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
2109,GA-700-4ADR,Casio,3524000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,57.5
2110,SKW6352,Skagen,4040000,Dây da,Thép không gỉ,Đan Mạch,Nam,Kính cứng,5,3,Quartz,40
2111,D167RBK,Doxa,38690000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,40
2112,3680012,Movado,25600000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,34
2113,T085.207.11.011.00,Tissot,19250000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Automatic,29.5
2114,SUR641P1,Seiko,5440000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,5,1,Quartz,29
2115,C032.407.11.041.00,Certina,22980000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,30,2,Automatic,43
2116,EM0734-56D,Citizen,9185000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Eco-Drive,28
2117,SRZ392P1,Seiko,6390000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính hardlex,5,1,Quartz,29
2118,RF-QA0005L10B,Orient,3350000,Dây da,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,30
2119,DW00100162,Daniel Wellington,4737000,Thép không gỉ,Thép không gỉ,Thụy Điển,Nữ,Kính cứng,3,2,Quartz,32
2120,MK3897,Michael Kors,5890000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,5,2,Quartz,38
2121,DW-6900BB-1DR,Casio,3628000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,53.2
2122,MTP-1384D-1AVDF,Casio,2280000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,10,1,Quartz,40
2123,RA-AB0F07B19B,Orient,4610000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,3,1,Automatic,40
2124,58067LK-D,Olympia Star,3270000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,3,2,Quartz,28
2125,GBA-800-9ADR,Casio,4220000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,1,Quartz,54.1
2126,D182RBK,Doxa,20400000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,5,2,Quartz,35
2127,LTP-1302SG-7AVDF,Casio,1917000,,,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,32
2128,K8Y236L6,Calvin Klein,6750000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính cứng,3,2,Quartz,42
2129,GBD-800-7DR,Casio,3208000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,54.1
2130,BH5000-59A,Citizen,3385000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Quartz,42
2131,GA-100DE-2ADR,Casio,4713000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,55
2132,T085.407.11.051.00,Tissot,19250000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,40
2133,DW-5900DN-1DR,Casio,2937000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,1,Quartz,51.4
2134,LTP-V300D-7AUDF,Casio,1710000,,,Nhật Bản,Nữ,Kính cứng,3,1,Quartz,33.2
2135,EM0414-57A,Citizen,5800000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Eco-Drive,34.5
2136,SRPD83K1,Seiko,8060000,Dây vải,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,42.5
2137,ES5277,Fossil,4790000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,5,2,Quartz,38
2138,SRPE63K1,Seiko,6730000,Dây vải,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,5,1,Automatic,40
